"customer_id","gender","age","tier","region","city"
"CUS0460","Male","","Premium","Seoul","Dobong-gu"
"CUS0461","Male","34","Premium","Seoul","Jongno-gu"
"CUS0462","Female","26","Regular","Busan","Saha-gu"
"CUS0463","Male","30","Regular","Gyeonggi","Pyeongtaek"
"CUS0464","Male","45","Silver","Gyeonggi","Uijeongbu"
"CUS0465","Male","20","Regular","Daejeon","Yuseong-gu"
"CUS0466","Female","30","Silver","Seoul","Yeongdeungpo-gu"
"CUS0467","Male","27","Silver","Seoul","Yeongdeungpo-gu"
"CUS0468","Male","31","Regular","Busan","Nam-gu"
"CUS0469","Male","31","Regular","Gyeongsang","Andong"
"CUS0470","Male","45","Silver","Seoul","Seongdong-gu"
"CUS0471","Male","33","Silver","Gyeongsang","Andong"
"CUS0472","Female","29","Regular","Seoul","Mapo-gu"
"CUS0473","Female","18","Regular","Incheon","Michuhol-gu"
"CUS0474","Female","22","Regular","Gwangju","Seo-gu"
"CUS0475","Male","22","Regular","Gangwon","Sokcho"
"CUS0476","Male","31","Regular","Incheon","Seo-gu"
"CUS0477","Female","34","Regular","Incheon","Yeonsu-gu"
"CUS0478","Female","32","Regular","Seoul","Seongdong-gu"
"CUS0479","Female","41","Silver","Seoul","Seongdong-gu"
"CUS0480","Male","48","Regular","Seoul","Mapo-gu"
"CUS0481","Female","21","Regular","Incheon","Seo-gu"
"CUS0482","Female","47","Silver","Gyeonggi","Namyangju"
"CUS0483","Female","46","Premium","Daegu","Buk-gu"
"CUS0484","Male","43","Regular","Gyeonggi","Suwon"
"CUS0485","Male","31","Gold","Seoul","Seocho-gu"
"CUS0486","Male","19","Regular","Seoul","Yeongdeungpo-gu"
"CUS0487","Female","35","Silver","Seoul","Yeongdeungpo-gu"
"CUS0488","Male","18","Silver","Chungcheong","Cheonan"
"CUS0489","Male","40","Regular","Busan","Dongrae-gu"
"CUS0490","Male","22","Silver","Jeju","Jeju city"
"CUS0491","Female","26","Silver","Busan","Nam-gu"
"CUS0492","Male","40","Premium","Busan","Dongrae-gu"
"CUS0493","Male","34","Silver","Seoul","Nowon-gu"
"CUS0494","Female","18","Regular","Seoul","Gangnam-gu"
"CUS0495","Male","38","Regular","Gwangju","Seo-gu"
"CUS0496","Female","34","Regular","Jeolla","Yeosu"
"CUS0497","Male","39","Regular","Gyeonggi","Uijeongbu"
"CUS0498","Female","","Silver","Busan","Saha-gu"
"CUS0499","Female","38","Gold","Seoul","Yeongdeungpo-gu"
"CUS0500","Male","31","Silver","Gwangju","Nam-gu"
"CUS0501","Female","21","Regular","Seoul","Gwanak-gu"
"CUS0502","Female","29","Premium","Seoul","Gangnam-gu"
"CUS0503","Male","19","Regular","Busan","Saha-gu"
"CUS0504","Male","18","Silver","Incheon","Namdong-gu"
"CUS0505","Female","29","Regular","Jeolla","Suncheon"
"CUS0506","Female","36","Gold","Gyeonggi","Namyangju"
"CUS0507","Male","30","Gold","Chungcheong","Sejong"
"CUS0508","Female","37","Regular","Seoul","Gwanak-gu"
"CUS0509","Male","33","Silver","Seoul","Dobong-gu"
"CUS0510","Male","36","Gold","Daegu","Dong-gu"
"CUS0511","Male","36","Gold","Seoul","Jongno-gu"
"CUS0512","Female","44","Gold","Incheon","Namdong-gu"
"CUS0513","Female","23","Silver","Seoul","Gangnam-gu"
"CUS0514","Male","26","Regular","Gyeonggi","Namyangju"
"CUS0515","Male","29","Regular","Seoul","Dobong-gu"
"CUS0516","Female","33","Regular","Gyeongsang","Andong"
"CUS0517","Male","24","Silver","Gyeonggi","Ansan"
"CUS0518","Female","27","Regular","Daegu","Jung-gu"
"CUS0519","Male","31","Silver","Incheon","Yeonsu-gu"
"CUS0520","Female","54","Premium","Seoul","Gwanak-gu"
"CUS0521","Female","27","Silver","Seoul","Mapo-gu"
"CUS0522","Female","26","Regular","Daegu","Buk-gu"
"CUS0523","Female","44","Premium","Busan","Dongrae-gu"
"CUS0524","Female","43","Silver","Gyeonggi","Hwaseong"
"CUS0525","Female","18","Regular","Busan","Dongrae-gu"
"CUS0526","Male","26","Regular","Gyeonggi","Bucheon"
"CUS0527","Male","27","Silver","Gangwon","Chuncheon"
"CUS0528","Female","18","Regular","Seoul","Yeongdeungpo-gu"
"CUS0529","Female","18","Regular","Gwangju","Dong-gu"
"CUS0530","Male","30","Regular","Seoul","Songpa-gu"
"CUS0531","Male","36","Gold","Jeju","Seogwipo"
"CUS0532","Female","38","Silver","Seoul","Mapo-gu"
"CUS0533","Male","36","Gold","Gyeonggi","Namyangju"
"CUS0534","Male","20","Regular","Seoul","Gangnam-gu"
"CUS0535","Male","18","Regular","Daejeon","Seo-gu"
"CUS0536","Male","22","Gold","Gyeonggi","Yongin"
"CUS0537","Male","34","Premium","Jeolla","Yeosu"
"CUS0538","Male","38","Regular","Daegu","Suseong-gu"
"CUS0539","Female","56","Gold","Seoul","Mapo-gu"
"CUS0540","Female","31","Gold","Daegu","Dalseo-gu"
"CUS0541","Female","33","Silver","Incheon","Yeonsu-gu"
"CUS0542","Female","26","Silver","Seoul","Mapo-gu"
"CUS0543","Female","29","Silver","Busan","Saha-gu"
"CUS0544","Male","30","Regular","Seoul","Nowon-gu"
"CUS0545","Female","20","Silver","Gyeongsang","Andong"
"CUS0546","Male","28","Gold","Gyeonggi","Bucheon"
"CUS0547","Female","39","Regular","Daegu","Suseong-gu"
"CUS0548","Male","35","Regular","Seoul","Gwanak-gu"
"CUS0549","Female","49","Premium","Seoul","Gwanak-gu"
"CUS0550","Male","22","Regular","Incheon","Namdong-gu"
"CUS0551","Male","40","Regular","Seoul","Songpa-gu"
"CUS0552","Male","38","Silver","Daegu","Dalseo-gu"
"CUS0553","Male","35","Premium","Seoul","Yeongdeungpo-gu"
"CUS0554","Female","41","Silver","Jeju","Seogwipo"
"CUS0555","Male","37","Silver","Incheon","Bupyeong-gu"
"CUS0556","Female","38","Regular","Seoul","Gwanak-gu"
"CUS0557","Female","19","Regular","Jeolla","Iksan"
"CUS0558","Female","18","Silver","Gyeonggi","Namyangju"
"CUS0559","Female","27","Regular","Gyeongsang","Gyeongju"
"CUS0560","Male","30","Silver","Chungcheong","Cheongju"
"CUS0561","Male","35","Gold","Gyeonggi","Pyeongtaek"
"CUS0562","Female","31","Regular","Gwangju","Buk-gu"
"CUS0563","Male","38","Silver","Chungcheong","Gongju"
"CUS0564","Female","43","Silver","Seoul","Yeongdeungpo-gu"
"CUS0565","Male","44","Premium","Jeju","Seogwipo"
"CUS0566","Male","","Regular","Gangwon","Sokcho"
"CUS0567","Female","39","Gold","Busan","Haeundae-gu"
"CUS0568","Female","","Silver","Incheon","Seo-gu"
"CUS0569","Female","39","Silver","Gyeonggi","Bucheon"
"CUS0570","Female","40","Gold","Incheon","Bupyeong-gu"
"CUS0571","Male","27","Regular","Seoul","Yeongdeungpo-gu"
"CUS0572","Female","21","Regular","Gangwon","Chuncheon"
"CUS0573","Female","22","Silver","Busan","Suyeong-gu"
"CUS0574","Male","41","Gold","Gyeonggi","Namyangju"
"CUS0575","Male","21","Regular","Busan","Haeundae-gu"
"CUS0576","Female","34","Regular","Gyeongsang","Andong"
"CUS0577","Female","35","Regular","Gyeonggi","Goyang"
"CUS0578","Male","25","Regular","Jeju","Seogwipo"
"CUS0579","Male","35","Silver","Gyeonggi","Goyang"
"CUS0580","Female","37","Regular","Gyeonggi","Pyeongtaek"
"CUS0581","Female","18","Regular","Daegu","Dong-gu"
"CUS0582","Female","40","Regular","Gwangju","Gwangsan-gu"
"CUS0583","Male","23","Regular","Incheon","Namdong-gu"
"CUS0584","Male","34","Silver","Incheon","Namdong-gu"
"CUS0585","Female","42","Silver","Busan","Suyeong-gu"
"CUS0586","Female","42","Gold","Seoul","Gangnam-gu"
"CUS0587","Female","27","Regular","Busan","Suyeong-gu"
"CUS0588","Male","28","Silver","Gwangju","Dong-gu"
"CUS0589","Female","22","Silver","Gwangju","Nam-gu"
"CUS0590","Male","27","Regular","Gyeonggi","Uijeongbu"
"CUS0591","Male","42","Regular","Seoul","Seocho-gu"
"CUS0592","Male","46","Premium","Jeju","Jeju city"
"CUS0593","Female","39","Regular","Daegu","Jung-gu"
"CUS0594","Male","34","Regular","Seoul","Gangnam-gu"
"CUS0595","Male","45","Regular","Gangwon","Gangneung"
"CUS0596","Male","42","Regular","Seoul","Dobong-gu"
"CUS0597","Female","30","Regular","Gyeonggi","Suwon"
"CUS0598","Male","25","Premium","Gyeonggi","Yongin"
"CUS0599","Male","33","Regular","Seoul","Songpa-gu"
"CUS0600","Female","24","Regular","Gyeonggi","Bucheon"
"CUS0601","Female","28","Regular","Seoul","Gwanak-gu"
"CUS0602","Female","48","Silver","Gyeonggi","Hwaseong"
"CUS0603","Male","20","Regular","Gwangju","Gwangsan-gu"
"CUS0604","Female","35","Silver","Gwangju","Seo-gu"
"CUS0605","Male","28","Regular","Gyeongsang","Changwon"
"CUS0606","Female","27","Regular","Seoul","Dobong-gu"
"CUS0607","Male","37","Regular","Jeolla","Jeonju"
"CUS0608","Female","29","Gold","Gyeonggi","Ansan"
"CUS0609","Female","18","Regular","Seoul","Songpa-gu"
"CUS0610","Male","44","Gold","Gyeonggi","Namyangju"
"CUS0611","Male","33","Silver","Seoul","Mapo-gu"
"CUS0612","Male","33","Regular","Gyeongsang","Pohang"
"CUS0613","Female","36","Regular","Gyeonggi","Hwaseong"
"CUS0614","Female","21","Silver","Seoul","Seongdong-gu"
"CUS0615","Male","26","Premium","Gyeonggi","Suwon"
"CUS0616","Female","39","Regular","Seoul","Jongno-gu"
"CUS0617","Female","30","Regular","Seoul","Mapo-gu"
"CUS0618","Male","39","Regular","Busan","Suyeong-gu"
"CUS0619","Male","34","Silver","Chungcheong","Gongju"
"CUS0620","Female","25","Regular","Busan","Haeundae-gu"
"CUS0621","Male","32","Regular","Gyeonggi","Suwon"
"CUS0622","Female","37","Regular","Gyeonggi","Uijeongbu"
"CUS0623","Male","33","Silver","Daegu","Buk-gu"
"CUS0624","Male","22","Regular","Gangwon","Sokcho"
"CUS0625","Female","31","Gold","Seoul","Songpa-gu"
"CUS0626","Female","21","Regular","Seoul","Gangnam-gu"
"CUS0627","Female","35","Silver","Gwangju","Gwangsan-gu"
"CUS0628","Female","34","Gold","Chungcheong","Gongju"
"CUS0629","Male","36","Regular","Seoul","Yeongdeungpo-gu"
"CUS0630","Female","28","Regular","Busan","Nam-gu"
"CUS0631","Female","29","Silver","Seoul","Yeongdeungpo-gu"
"CUS0632","Female","51","Premium","Gwangju","Gwangsan-gu"
"CUS0633","Female","41","Silver","Seoul","Mapo-gu"
"CUS0634","Female","26","Silver","Incheon","Michuhol-gu"
"CUS0635","Female","29","Regular","Gwangju","Dong-gu"
"CUS0636","Female","40","Silver","Seoul","Mapo-gu"
"CUS0637","Female","25","Regular","Gwangju","Nam-gu"
"CUS0638","Male","33","Gold","Seoul","Songpa-gu"
"CUS0639","Male","47","Regular","Daegu","Jung-gu"
"CUS0640","Male","27","Gold","Seoul","Gwanak-gu"
"CUS0641","Female","32","Silver","Gangwon","Chuncheon"
"CUS0642","Female","37","Silver","Jeju","Seogwipo"
"CUS0643","Male","27","Regular","Incheon","Bupyeong-gu"
"CUS0644","Male","37","Regular","Seoul","Nowon-gu"
"CUS0645","Male","38","Silver","Busan","Nam-gu"
"CUS0646","Male","35","Silver","Seoul","Seocho-gu"
"CUS0647","Male","","Gold","Seoul","Gwanak-gu"
"CUS0648","Male","40","Regular","Daejeon","Yuseong-gu"
"CUS0649","Female","18","Gold","Gyeonggi","Goyang"
"CUS0650","Male","31","Gold","Busan","Saha-gu"
"CUS0651","Male","36","Regular","Gyeonggi","Hwaseong"
"CUS0652","Male","33","Regular","Seoul","Dobong-gu"
"CUS0653","Male","43","Regular","Seoul","Mapo-gu"
"CUS0654","Female","30","Silver","Daegu","Jung-gu"
"CUS0655","Female","40","Gold","Gyeonggi","Seongnam"
"CUS0656","Female","28","Regular","Incheon","Namdong-gu"
"CUS0657","Male","24","Regular","Daegu","Dong-gu"
"CUS0658","Male","38","Gold","Seoul","Jongno-gu"
"CUS0659","Male","44","Gold","Seoul","Songpa-gu"
"CUS0660","Male","20","Silver","Daegu","Dalseo-gu"
"CUS0661","Male","33","Regular","Gyeonggi","Pyeongtaek"
"CUS0662","Male","38","Gold","Chungcheong","Asan"
"CUS0663","Male","36","Silver","Gwangju","Buk-gu"
"CUS0664","Male","30","Silver","Daegu","Suseong-gu"
"CUS0665","Female","38","Regular","Seoul","Jongno-gu"
"CUS0666","Male","27","Regular","Busan","Saha-gu"
"CUS0667","Male","24","Regular","Jeju","Jeju city"
"CUS0668","Male","40","Premium","Daejeon","Daedeok-gu"
"CUS0669","Male","41","Gold","Gyeonggi","Ansan"
"CUS0670","Male","34","Gold","Gwangju","Gwangsan-gu"
"CUS0671","Female","32","Premium","Seoul","Gwanak-gu"
"CUS0672","Male","38","Regular","Gangwon","Wonju"
"CUS0673","Female","32","Regular","Chungcheong","Cheonan"
"CUS0674","Male","45","Regular","Seoul","Seongdong-gu"
"CUS0675","Female","36","Regular","Seoul","Jongno-gu"
"CUS0676","Female","18","Regular","Gyeonggi","Pyeongtaek"
"CUS0677","Female","37","Regular","Daejeon","Yuseong-gu"
"CUS0678","Male","44","Regular","Jeolla","Jeonju"
"CUS0679","Male","29","Regular","Seoul","Yeongdeungpo-gu"
"CUS0680","Male","47","Gold","Seoul","Gangnam-gu"
"CUS0681","Male","37","Regular","Incheon","Bupyeong-gu"
"CUS0682","Female","37","Silver","Chungcheong","Sejong"
"CUS0683","Male","23","Regular","Busan","Nam-gu"
"CUS0684","Female","18","Silver","Gwangju","Nam-gu"
"CUS0685","Female","43","Regular","Jeolla","Gwangyang"
"CUS0686","Female","44","Silver","Incheon","Seo-gu"
"CUS0687","Male","30","Silver","Seoul","Gangnam-gu"
"CUS0688","Male","25","Silver","Busan","Busanjin-gu"
"CUS0689","Female","33","Silver","Gyeongsang","Jinju"
"CUS0690","Female","44","Regular","Incheon","Seo-gu"
"CUS0691","Female","23","Regular","Seoul","Songpa-gu"
"CUS0692","Female","28","Regular","Seoul","Gangnam-gu"
"CUS0693","Female","18","Regular","Jeju","Seogwipo"
"CUS0694","Female","28","Regular","Incheon","Namdong-gu"
"CUS0695","Male","30","Silver","Seoul","Songpa-gu"
"CUS0696","Female","26","Silver","Gangwon","Sokcho"
"CUS0697","Male","27","Regular","Busan","Haeundae-gu"
"CUS0698","Female","39","Silver","Seoul","Mapo-gu"
"CUS0699","Male","38","Regular","Seoul","Jongno-gu"
"CUS0700","Male","33","Silver","Busan","Haeundae-gu"
"CUS0701","Male","22","Regular","Jeju","Seogwipo"
"CUS0702","Male","18","Regular","Gyeonggi","Bucheon"
"CUS0703","Male","18","Silver","Jeolla","Jeonju"
"CUS0704","Female","49","Premium","Gangwon","Samcheok"
"CUS0705","Female","24","Regular","Gangwon","Chuncheon"
"CUS0706","Female","30","Regular","Seoul","Nowon-gu"
"CUS0707","Female","30","Silver","Incheon","Seo-gu"
"CUS0708","Male","20","Regular","Gyeonggi","Namyangju"
"CUS0709","Female","27","Regular","Seoul","Yeongdeungpo-gu"
"CUS0710","Female","29","Regular","Seoul","Yeongdeungpo-gu"
"CUS0711","Male","23","Silver","Gyeongsang","Andong"
"CUS0712","Female","41","Regular","Incheon","Yeonsu-gu"
"CUS0713","Female","49","Premium","Incheon","Michuhol-gu"
"CUS0714","Female","31","Regular","Daejeon","Dong-gu"
"CUS0715","Female","18","Regular","Jeolla","Gwangyang"
"CUS0716","Male","29","Regular","Seoul","Yeongdeungpo-gu"
"CUS0717","Male","24","Regular","Gyeonggi","Suwon"
"CUS0718","Male","33","Silver","Seoul","Nowon-gu"
"CUS0719","Female","41","Silver","Gyeonggi","Hwaseong"
"CUS0720","Female","32","Regular","Daegu","Dalseo-gu"
"CUS0721","Female","38","Regular","Daegu","Dong-gu"
"CUS0722","Male","30","Gold","Gyeonggi","Hwaseong"
"CUS0723","Male","35","Gold","Gangwon","Chuncheon"
"CUS0724","Female","40","Silver","Gyeonggi","Bucheon"
"CUS0725","Male","42","Silver","Gyeonggi","Hwaseong"
"CUS0726","Male","39","Regular","Gyeonggi","Suwon"
"CUS0727","Male","26","Regular","Gyeonggi","Suwon"
"CUS0728","Male","36","Regular","Seoul","Yeongdeungpo-gu"
"CUS0729","Male","27","Silver","Daegu","Dong-gu"
"CUS0730","Male","27","Regular","Gyeonggi","Pyeongtaek"
"CUS0731","Male","21","Silver","Daegu","Dalseo-gu"
"CUS0732","Male","23","Regular","Jeju","Seogwipo"
"CUS0733","Male","24","Regular","Daegu","Jung-gu"
"CUS0734","Male","40","Premium","Busan","Haeundae-gu"
"CUS0735","Female","28","Regular","Gyeonggi","Hwaseong"
"CUS0736","Female","25","Regular","Seoul","Seongdong-gu"
"CUS0737","Male","34","Regular","Gwangju","Gwangsan-gu"
"CUS0738","Female","38","Premium","Seoul","Gwanak-gu"
"CUS0739","Male","47","Gold","Gyeonggi","Goyang"
"CUS0740","Female","32","Regular","Jeju","Seogwipo"
"CUS0741","Female","18","Regular","Gyeongsang","Gyeongju"
"CUS0742","Female","18","Regular","Busan","Saha-gu"
"CUS0743","Male","38","Silver","Busan","Suyeong-gu"
"CUS0744","Male","33","Regular","Gyeonggi","Ansan"
"CUS0745","Female","27","Regular","Seoul","Songpa-gu"
"CUS0746","Male","36","Premium","Gyeonggi","Ansan"
"CUS0747","Male","19","Regular","Busan","Nam-gu"
"CUS0748","Male","35","Silver","Gyeonggi","Namyangju"
"CUS0749","Female","38","Regular","Busan","Busanjin-gu"
"CUS0750","Male","46","Regular","Incheon","Namdong-gu"
"CUS0751","Female","52","Regular","Gyeonggi","Namyangju"
"CUS0752","Male","27","Premium","Seoul","Jongno-gu"
"CUS0753","Male","42","Silver","Jeolla","Jeonju"
"CUS0754","Female","37","Gold","Seoul","Dobong-gu"
"CUS0755","Male","42","Gold","Seoul","Mapo-gu"
"CUS0756","Male","25","Regular","Gyeongsang","Andong"
"CUS0757","Male","51","Premium","Gyeonggi","Suwon"
"CUS0758","Male","28","Regular","Incheon","Namdong-gu"
"CUS0759","Male","23","Regular","Gyeonggi","Hwaseong"
"CUS0760","Female","41","Regular","Busan","Dongrae-gu"
"CUS0761","Male","36","Gold","Incheon","Bupyeong-gu"
"CUS0762","Male","","Gold","Gangwon","Wonju"
"CUS0763","Female","39","Premium","Incheon","Bupyeong-gu"
"CUS0764","Female","27","Regular","Chungcheong","Sejong"
"CUS0765","Male","42","Gold","Chungcheong","Asan"
"CUS0766","Female","18","Premium","Incheon","Yeonsu-gu"
"CUS0767","Male","39","Regular","Seoul","Gwanak-gu"
"CUS0768","Male","37","Regular","Daegu","Jung-gu"
"CUS0769","Female","23","Regular","Gyeonggi","Uijeongbu"
"CUS0770","Female","48","Premium","Seoul","Gangnam-gu"
"CUS0771","Male","49","Premium","Seoul","Seongdong-gu"
"CUS0772","Female","33","Regular","Gyeonggi","Seongnam"
"CUS0773","Male","31","Gold","Daejeon","Yuseong-gu"
"CUS0774","Female","40","Gold","Gwangju","Nam-gu"
"CUS0775","Male","40","Gold","Daegu","Jung-gu"
"CUS0776","Male","38","Regular","Seoul","Dobong-gu"
"CUS0777","Male","22","Regular","Seoul","Gangnam-gu"
"CUS0778","Male","27","Regular","Gyeonggi","Seongnam"
"CUS0779","Male","23","Premium","Gangwon","Gangneung"
"CUS0780","Female","34","Silver","Seoul","Nowon-gu"
"CUS0781","Female","18","Silver","Gwangju","Dong-gu"
"CUS0782","Male","22","Regular","Seoul","Nowon-gu"
"CUS0783","Male","48","Premium","Gangwon","Sokcho"
"CUS0784","Female","27","Regular","Gyeonggi","Seongnam"
"CUS0785","Male","33","Silver","Seoul","Songpa-gu"
"CUS0786","Female","35","Silver","Gyeonggi","Bucheon"
"CUS0787","Female","18","Gold","Seoul","Nowon-gu"
"CUS0788","Male","34","Silver","Incheon","Yeonsu-gu"
"CUS0789","Female","40","Silver","Seoul","Dobong-gu"
"CUS0790","Male","28","Gold","Gangwon","Chuncheon"
"CUS0791","Male","36","Silver","Busan","Dongrae-gu"
"CUS0792","Male","24","Regular","Gyeonggi","Namyangju"
"CUS0793","Female","24","Regular","Gyeonggi","Namyangju"
"CUS0794","Female","30","Regular","Daejeon","Daedeok-gu"
"CUS0795","Male","30","Silver","Seoul","Dobong-gu"
"CUS0796","Female","30","Regular","Gangwon","Samcheok"
"CUS0797","Female","27","Silver","Seoul","Seocho-gu"
"CUS0798","Female","26","Regular","Gyeonggi","Hwaseong"
"CUS0799","Male","31","Regular","Chungcheong","Gongju"
"CUS0800","Male","42","Premium","Gyeonggi","Suwon"
"CUS0801","Male","43","Premium","Gyeonggi","Suwon"
"CUS0802","Male","23","Regular","Busan","Suyeong-gu"
"CUS0803","Female","41","Silver","Incheon","Yeonsu-gu"
"CUS0804","Male","48","Gold","Gyeongsang","Andong"
"CUS0805","Male","27","Silver","Gyeongsang","Jinju"
"CUS0806","Male","30","Silver","Gwangju","Seo-gu"
"CUS0807","Female","29","Regular","Seoul","Gwanak-gu"
"CUS0808","Male","34","Regular","Gyeonggi","Ansan"
"CUS0809","Male","24","Regular","Seoul","Seongdong-gu"
"CUS0810","Male","27","Regular","Gwangju","Gwangsan-gu"
"CUS0811","Female","42","Gold","Gangwon","Chuncheon"
"CUS0812","Male","26","Gold","Gyeonggi","Pyeongtaek"
"CUS0813","Female","19","Silver","Seoul","Seongdong-gu"
"CUS0814","Male","40","Silver","Seoul","Seocho-gu"
"CUS0815","Female","18","Regular","Daejeon","Dong-gu"
"CUS0816","Male","43","Regular","Daejeon","Dong-gu"
"CUS0817","Female","24","Regular","Jeolla","Suncheon"
"CUS0818","Male","31","Silver","Seoul","Nowon-gu"
"CUS0819","Male","34","Gold","Seoul","Nowon-gu"
"CUS0820","Male","20","Regular","Busan","Suyeong-gu"
"CUS0821","Female","32","Silver","Busan","Dongrae-gu"
"CUS0822","Female","30","Silver","Gyeongsang","Jinju"
"CUS0823","Male","35","Regular","Daegu","Jung-gu"
"CUS0824","Male","47","Premium","Busan","Nam-gu"
"CUS0825","Male","35","Regular","Seoul","Gangnam-gu"
"CUS0826","Male","34","Regular","Seoul","Dobong-gu"
"CUS0827","Male","29","Regular","Seoul","Nowon-gu"
"CUS0828","Female","42","Regular","Gyeonggi","Seongnam"
"CUS0829","Male","30","Regular","Seoul","Jongno-gu"
"CUS0830","Male","29","Regular","Chungcheong","Asan"
"CUS0831","Male","34","Gold","Jeolla","Suncheon"
"CUS0832","Male","42","Regular","Gyeonggi","Uijeongbu"
"CUS0833","Female","28","Regular","Seoul","Yeongdeungpo-gu"
"CUS0834","Female","18","Regular","Daejeon","Jung-gu"
"CUS0835","Female","41","Premium","Seoul","Songpa-gu"
"CUS0836","Male","31","Regular","Gyeongsang","Pohang"
"CUS0837","Female","25","Regular","Gyeonggi","Yongin"
"CUS0838","Female","34","Gold","Incheon","Michuhol-gu"
"CUS0839","Female","33","Regular","Incheon","Michuhol-gu"
"CUS0840","Female","43","Silver","Gyeonggi","Bucheon"
"CUS0841","Female","26","Regular","Seoul","Mapo-gu"
"CUS0842","Female","41","Gold","Gyeonggi","Namyangju"
"CUS0843","Female","21","Regular","Daejeon","Jung-gu"
"CUS0844","Female","59","Premium","Seoul","Gangnam-gu"
"CUS0845","Male","47","Regular","Busan","Dongrae-gu"
"CUS0846","Male","29","Regular","Seoul","Songpa-gu"
"CUS0847","Female","18","Regular","Gangwon","Samcheok"
"CUS0848","Female","42","Regular","Seoul","Seongdong-gu"
"CUS0849","Female","25","Regular","Gyeonggi","Bucheon"
"CUS0850","Female","34","Regular","Gyeongsang","Pohang"
"CUS0851","Female","26","Premium","Gyeongsang","Pohang"
"CUS0852","Male","37","Silver","Gyeonggi","Seongnam"
"CUS0853","Male","36","Silver","Seoul","Songpa-gu"
"CUS0854","Male","29","Regular","Gwangju","Gwangsan-gu"
"CUS0855","Female","39","Silver","Gyeonggi","Ansan"
"CUS0856","Female","18","Regular","Daegu","Dalseo-gu"
"CUS0857","Female","34","Gold","Busan","Saha-gu"
"CUS0858","Female","28","Regular","Seoul","Songpa-gu"
"CUS0859","Male","18","Regular","Jeolla","Iksan"
"CUS0860","Male","42","Gold","Gyeonggi","Ansan"
"CUS0861","Female","25","Regular","Daejeon","Daedeok-gu"
"CUS0862","Female","32","Silver","Busan","Nam-gu"
"CUS0863","Male","35","Regular","Seoul","Seocho-gu"
"CUS0864","Male","27","Regular","Jeju","Jeju city"
"CUS0865","Female","41","Regular","Gwangju","Seo-gu"
"CUS0866","Female","35","Premium","Jeolla","Gwangyang"
"CUS0867","Male","22","Regular","Incheon","Seo-gu"
"CUS0868","Female","36","Regular","Busan","Suyeong-gu"
"CUS0869","Male","29","Regular","Daegu","Dalseo-gu"
"CUS0870","Male","20","Regular","Seoul","Songpa-gu"
"CUS0871","Female","25","Regular","Seoul","Seocho-gu"
"CUS0872","Female","39","Silver","Gyeongsang","Andong"
"CUS0873","Female","47","Silver","Gyeonggi","Hwaseong"
"CUS0874","Male","29","Regular","Gyeonggi","Uijeongbu"
"CUS0875","Male","39","Premium","Jeolla","Gwangyang"
"CUS0876","Female","37","Regular","Gwangju","Seo-gu"
"CUS0877","Male","18","Regular","Busan","Saha-gu"
"CUS0878","Female","40","Gold","Gyeonggi","Seongnam"
"CUS0879","Male","18","Regular","Seoul","Gwanak-gu"
"CUS0880","Female","38","Gold","Gangwon","Chuncheon"
"CUS0881","Male","39","Silver","Gyeonggi","Uijeongbu"
"CUS0882","Male","47","Gold","Seoul","Yeongdeungpo-gu"
"CUS0883","Female","24","Regular","Busan","Suyeong-gu"
"CUS0884","Female","36","Gold","Seoul","Gangnam-gu"
"CUS0885","Male","22","Regular","Seoul","Seongdong-gu"
"CUS0886","Female","29","Regular","Jeju","Jeju city"
"CUS0887","Female","35","Regular","Gyeonggi","Hwaseong"
"CUS0888","Female","26","Gold","Daejeon","Jung-gu"
"CUS0889","Male","39","Regular","Gyeonggi","Pyeongtaek"
"CUS0890","Female","20","Regular","Gangwon","Wonju"
"CUS0891","Female","35","Premium","Gyeonggi","Uijeongbu"
"CUS0892","Female","45","Silver","Incheon","Yeonsu-gu"
"CUS0893","Male","25","Silver","Seoul","Jongno-gu"
"CUS0894","Female","37","Silver","Gwangju","Gwangsan-gu"
"CUS0895","Male","34","Regular","Gyeongsang","Jinju"
"CUS0896","Male","19","Silver","Gyeonggi","Ansan"
"CUS0897","Male","46","Regular","Gwangju","Seo-gu"
"CUS0898","Male","68","Premium","Gyeonggi","Suwon"
"CUS0899","Male","30","Silver","Gangwon","Gangneung"
"CUS0900","Male","49","Silver","Jeolla","Gwangyang"
"CUS0901","Female","44","Gold","Daejeon","Daedeok-gu"
"CUS0902","Male","23","Regular","Seoul","Jongno-gu"
"CUS0903","Male","44","Premium","Gyeonggi","Pyeongtaek"
"CUS0904","Female","40","Silver","Daejeon","Yuseong-gu"
"CUS0905","Male","19","Regular","Gyeongsang","Andong"
"CUS0906","Male","29","Silver","Gwangju","Nam-gu"
"CUS0907","Male","18","Regular","Gyeonggi","Suwon"
"CUS0908","Male","33","Gold","Daejeon","Daedeok-gu"
"CUS0909","Male","41","Premium","Busan","Saha-gu"
"CUS0910","Female","31","Gold","Daejeon","Yuseong-gu"
"CUS0911","Female","18","Gold","Seoul","Songpa-gu"
"CUS0912","Female","46","Gold","Seoul","Gangnam-gu"
"CUS0913","Female","35","Regular","Seoul","Yeongdeungpo-gu"
"CUS0914","Male","33","Gold","Daegu","Jung-gu"
"CUS0915","Female","43","Silver","Seoul","Yeongdeungpo-gu"
"CUS0916","Male","31","Regular","Jeolla","Iksan"
"CUS0917","Female","18","Regular","Daegu","Buk-gu"
"CUS0918","Female","32","Regular","Gyeonggi","Namyangju"
